Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source,Scraped_By_Pipeline
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan media pembelajaran interaktif berbasis articulate storyline pada mata diklat teknik elektronika dasar di smk negeri 1 jetis mojokerto,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:qxL8FJ1GzNcC,,,,,,nWPONc8AAAAJ:qxL8FJ1GzNcC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan E-book Interaktif pada Mata Pelajaran Teknik Elektronika Dasar di SMK Negeri 7 Surabaya,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:_kc_bZDykSQC,,,,,,nWPONc8AAAAJ:_kc_bZDykSQC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,PENGEMBANGAN E-LEARNING BERBASIS LEARNBOOST UNTUK MENINGKATKAN HASILBELAJAR SISWA PADA MATA PELAJARAN ELEKTRONIKA DASAR DI SMK NEGERI 2 BOJONEGORO,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:Zph67rFs4hoC,,,,,,nWPONc8AAAAJ:Zph67rFs4hoC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Achmad Fitro, Lusia Rakhmawati",nWPONc8AAAAJ;itwnm-AAAAAJ,Pengembangan Media Pembelajaran Mobile Application Berbasis Android Pada Mata Pelajaran Teknik Elektronika Dasar Untuk Siswa Kelas X TAV Di SMK Negeri 1 Jetis Mojokerto,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:0EnyYjriUFMC,,,,,,nWPONc8AAAAJ:0EnyYjriUFMC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Media Pembelajaran Berbasis Flash dengan Berbantuan Software Livewire Pada Mata Pelajaran Teknik Elektronika Dasar Kelas X TEI 2 SMK 1 Jetis Mojokerto,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:hqOjcs7Dif8C,,,,,,nWPONc8AAAAJ:hqOjcs7Dif8C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan media pembelajaran AutoPlay media studio pada mata pelajaran perekayasaan sistem audio di SMK Negeri 3 Surabaya,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:_FxGoFyzp5QC,,,,,,nWPONc8AAAAJ:_FxGoFyzp5QC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,pengembangan media pembelajaran interaktif berbasis lectora pada mata pelajaran teknik elektronika dasar kelas x tav di smk negeri 7 surabaya,2015,"Jurnal Pendidikan Teknik Elektro 4 (3), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:Y0pCki6q_DkC,,,,,,nWPONc8AAAAJ:Y0pCki6q_DkC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,RANCANG BANGUN ELECTRONIC GAME PADA KOMPETENSI DASAR MEMAHAMI MODEL ATOM BAHAN SEMIKONDUKTOR DI SMK NEGERI 1 JETIS MOJOKERTO,2015,"Jurnal Pendidikan Teknik Elektro 4 (2), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:9ZlFYXVOiuMC,,,,,,nWPONc8AAAAJ:9ZlFYXVOiuMC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Media Pembelajaran E-Learning Berbasis Schoology Pada Kompetensi Dasar Memahami Model Atom Bahan Semikonduktor Di SMKN Negeri 1 Jetis Mojokerto,2015,"Jurnal Pendidikan Teknik Elektro 4 (2), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:M3ejUd6NZC8C,,,,,,nWPONc8AAAAJ:M3ejUd6NZC8C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,PENGEMBANGAN MEDIA E-LEARNING BERBASIS LEARNBOOST PADA KOMPETENSI DASAR MENERAPKAN MACAM-MACAM GERBANG DASAR RANGKAIAN LOGIKA DI SMK NEGERI 1 JETIS MOJOKERTO,2015,"Jurnal Pendidikan Teknik Elektro 4 (2), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:ULOm3_A8WrAC,,,,,,nWPONc8AAAAJ:ULOm3_A8WrAC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Cendra Devayana Putra, Lusia Rakhmawati",nWPONc8AAAAJ;XdEn69YAAAAJ,Pengembangan Perangkat Pembelajaran Menerapkan Model Self-Directed Learning (SDL) Berbantuan Software Proteus untuk Mencapai Kompetensi Belajar Siswa,2015,"Jurnal Pendidikan Teknik Elektro 4 (1), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:zYLM7Y9cAGgC,,,,,,nWPONc8AAAAJ:zYLM7Y9cAGgC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Lembar Kerja Siswa Berbasis Kurikulum 2013 Mata Pelajaran Teknik Elektronika Dasar di SMK Negeri 5 Surabaya,2014,"Jurnal Pendidikan Teknik Elektro 3 (3), 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:YsMSGLbcyi4C,,,,,,nWPONc8AAAAJ:YsMSGLbcyi4C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Media Pembelajaran Computer Based Instruction (CBI) Menggunakan Adobe Flash CS4 dan DSCH2 pada Materi Menerapkan dan Menguji Macam-Macam Rangkaian Flip-Flop di …,2014,"Jurnal Pendidikan Teknik Elektro 3 (3), 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:d1gkVwhDpl0C,,,,,,nWPONc8AAAAJ:d1gkVwhDpl0C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengaruh Model Pembelajaran Kooperatif Tipe Talking Stick Untuk Meningkatkan Hasil Belajar Siswa Pada Mata Pelajaran Teknik Elektronika Di SMK Negeri 7 Surabaya,2014,"Jurnal Pendidikan Teknik Elektro 3 (2), 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:2osOgNQ5qMEC,,,,,,nWPONc8AAAAJ:2osOgNQ5qMEC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,PENGEMBANGAN PERANGKAT PEMBELAJARAN MODEL KOOPERATIF TIPE STUDENT TEAMS-ACHIEVEMENT DIVISION (STAD) DENGAN BANTUAN SOFTWARE MULTISIM UNTUK MENINGKATKAN HASIL BELAJAR SISWA PADA …,2014,"Jurnal Pendidikan Teknik Elektro 3 (3), 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:8k81kl-MbHgC,,,,,,nWPONc8AAAAJ:8k81kl-MbHgC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Trainer Digital Register dan Counter Sebagai Media Pembelajaran Untuk Mahasiswa Elektronika Komunikasi Di Jurusan Teknik Elektro Universitas Negeri Surabaya,2014,"Jurnal Pendidikan Teknik Elektro 3 (1), 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:Tyk-4Ss8FVUC,,,,,,nWPONc8AAAAJ:Tyk-4Ss8FVUC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Cendra Devayana Putra, Lusia Rakhmawati",nWPONc8AAAAJ;XdEn69YAAAAJ,Perbandingan Model Pembelajaran Kooperatif Tipe Numbered Head Together (Nht) Dengan Model Pembelajaran Kooperatif Tipe Student Teams Achievement Division (Stad) Terhadap Hasil …,2013,"Jurnal Pendidikan Teknik Elektro 2 (2), 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:mVmsd5A6BfQC,,,,,,nWPONc8AAAAJ:mVmsd5A6BfQC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan e-book interaktif pada mata kuliah Elektronika Digital,2013,"Jurnal Pendidikan Teknik Elektro 2 (2), 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:u5HHmVD_uO8C,,,,,,nWPONc8AAAAJ:u5HHmVD_uO8C,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Moch Deny Pratama, Lusia Rakhmawati",nWPONc8AAAAJ;pb3-UjwAAAAJ,Pengembangan Media Pembelajaran E-Book Interaktif Pada Mata Kuliah Elektronika Digital di Jurusan Teknik Elektro UNESA,2013,"Jurnal Pendidikan Teknik Elektro 2 (1), 327-332, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:RHpTSmoSYBkC,,,,,,nWPONc8AAAAJ:RHpTSmoSYBkC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Perbandingan Model Pembelajaran Kooperatif Tipe Numbered Heads Together (NHT) dengan Tipe Think Pair Share (TPS) terhadap Hasil Belajar Siswa pada Standar Kompetensi Menerapkan …,2013,"Jurnal Pendidikan Teknik Elektro 2 (1), 319-326, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:_Qo2XoVZTnwC,,,,,,nWPONc8AAAAJ:_Qo2XoVZTnwC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,JUDUL PENELITIAN EKSTRAKSI FITUR CITRA BERBASIS DCT DENGAN SKEMA PENYEMBUNYIAN INFORMASI UNTUK PERLINDUNGAN DAN PEMULIHAN KERUSAKAN DOKUMEN DIGITAL,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:ns9cj8rnVeAC,,,,,,nWPONc8AAAAJ:ns9cj8rnVeAC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pemanfaatan Subband LL Sebagai Watermark Untuk Deteksi Kerusakan dan Pemulihan Citra Digital,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:hMod-77fHWUC,,,,,,nWPONc8AAAAJ:hMod-77fHWUC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
Lusia Rakhmawati,nWPONc8AAAAJ,Pengembangan Media Pembelajaran E-Learning Web Enhanced Course Untuk Meningkatkan Hasil Belajar Siswa Pada Mata Pelajaran Teknik Listrik,,"Jurnal Pendidik. Teknik Elektro 5 (3), 581-587, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=nWPONc8AAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=nWPONc8AAAAJ:UeHWp8X0CEIC,,,,,,nWPONc8AAAAJ:UeHWp8X0CEIC,nWPONc8AAAAJ,"Dr. Ir. Lusia Rakhmawati, S.T.,  M.T.",scholar,
"Nurhayati, Nur Kholis",AYI1rosAAAAJ;hjllQ9gAAAAJ,PENGEMBANGAN TRAINER ELEKTRONIKA DAYA UNTUK MENINGKATKAN KOMPETENSI PRAKTIK SISWA PADA BIDANG KONVERSI ENERGI DAN PENGENDALIAN MOTOR DI SMK UMMATAN WASATHAN KABUPATEN KEDIRI,2026,"PROFICIO 7 (1), 341-351, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:d4tt_xEv1X8C,,,,,,AYI1rosAAAAJ:d4tt_xEv1X8C,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,INTEGRASI TEKNOLOGI IoT UNTUK PENGENDALIAN HAMA DAN OPTIMASI VPD PADA PERTANIAN PADI BERBASIS PLTS,2026,"PROFICIO 7 (1), 114-123, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:hefNtdE4IMkC,,,,,,AYI1rosAAAAJ:hefNtdE4IMkC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Textile Metasurface Antenna for 2.4 GHz Remote Health Monitoring Applications.,2025,"International Journal of Microwave & Optical Technology 20 (4), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:l6Q3WhenKVUC,,,,,,AYI1rosAAAAJ:l6Q3WhenKVUC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Nurhayati, Lusia Rakhmawati",AYI1rosAAAAJ;nWPONc8AAAAJ,Upaya Meningkatkan Kompetensi Pemrograman Dan Aplikasi Mikrokontroller Berbasis Trainer Mikrokontroller Bagi Siswa Smk Ummatan Wasathan Kabupaten Kediri,2025,"PROFICIO 6 (2), 995-1006, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:gV6rEsy15s0C,,,,,,AYI1rosAAAAJ:gV6rEsy15s0C,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Using Computer Vision with Edge Machine Learning to Recognize Dirt on Photovoltaic Modules,2025,"Journal of Intelligent System and Telecommunication 1 (2), 140-150, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:sgsej9ZJWHMC,,,,,,AYI1rosAAAAJ:sgsej9ZJWHMC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,OPTIMALISASI PRODUKTIVITAS UMKM KERUPUK LEMPENG BUNGA GADING DENGAN PENGERING GAS DI MAGETAN,2025,"PROFICIO 6 (1), 876-881, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:sbeIDTyQOFgC,,,,,,AYI1rosAAAAJ:sbeIDTyQOFgC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Study of Construction Techniques Applied to the Vivaldi Antipodal Antenna,2024,"Journal of Intelligent System and Telecommunication 1 (1), 73-83, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:oursBaop5wYC,,,,,,AYI1rosAAAAJ:oursBaop5wYC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Nurhayati, Pradini Puspitaningayu",AYI1rosAAAAJ;A9L19RMAAAAJ,Wearable Wideband Textile Coplanar Vivaldi Antenna for Medical and IoT Application.,2024,"Progress In Electromagnetics Research C 148, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:cNe27ouKFcQC,,,,,,AYI1rosAAAAJ:cNe27ouKFcQC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Pelatihan Dan Optimalisasi Produk Halal Dan Managemen Usaha Di UMKM Roti Dan Kue,2024,"Jurnal ABDI: Media Pengabdian Kepada Masyarakat 10 (1), 53-57, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:X5YyAB84Iw4C,,,,,,AYI1rosAAAAJ:X5YyAB84Iw4C,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Nurhayati, Puput Wanarti Rusimamto",AYI1rosAAAAJ;LsydBAMAAAAJ,The Practicality and Effectiveness of Integrated Augmented Reality Car Audio System Learning Modules in Vocational Education,2024,"ABISATYA: Journal of Community Engagement 2 (1), 42-61, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:ukw-9cB-YDkC,,,,,,AYI1rosAAAAJ:ukw-9cB-YDkC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Rancang Bangun Antena Patch Pada Rectenna Dalam Teknologi Energy Harvesting Gelombang Elektromagnetik,2024,"JURNAL TEKNIK ELEKTRO 13 (1), 88-93, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:rbGdIwl2e6cC,,,,,,AYI1rosAAAAJ:rbGdIwl2e6cC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Nur Kholis, Nurhayati",AYI1rosAAAAJ;hjllQ9gAAAAJ,Pengembangan Media Pembelajaran Berbasis Problem Based Learning Untuk Meningkatkan Hasil Belajar Pada Materi Komponen Elektronika di SMK Kelas X,2024,"Journal of Educational Technology Studies and Applied Research 1 (2), 591764, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:8uzoZH4hB9AC,,,,,,AYI1rosAAAAJ:8uzoZH4hB9AC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Nurhayati, Subuh Isnur Haryudo, Bambang Suprianto",AYI1rosAAAAJ;p1pK7E4AAAAJ;j8HRV1wAAAAJ,Pengaruh Jobsheet Berbantuan Software Simurelay Berbasis Pembelajaran Proyek Untuk Meningkatkan Kompetensi Siswa Kelas XI TITL di SMKN 7 Surabaya,2023,"Journal of Vocational and Technical Education (JVTE) 5 (2), 145-152, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:cRMvf6lLvU8C,,,,,,AYI1rosAAAAJ:cRMvf6lLvU8C,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Endryansyah, Nurhayati",AYI1rosAAAAJ;9BWyE0UAAAAJ,Sistem Positioning Robot Four-Omnidirectional Wheels Menggunakan MPU6050 dan Encoder Berbasis PD-Fuzzy Controller,2023,"Jambura Journal of Electrical and Electronics Engineering 5 (2), 164-171, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:Kqc1aDSOPooC,,,,,,AYI1rosAAAAJ:Kqc1aDSOPooC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Nurhayati, Nur Kholis",AYI1rosAAAAJ;hjllQ9gAAAAJ,PENGEMBANGAN MEDIA PEMBELAJARAN TRAINER KIT ANTENNA PADA MATA PELAJARAN INSTALASI DAN PERBAIKAN PERANGKAT DAN MEDIA TRANSMISI ELEKTRONIKA MENGGUNAKAN MODUL XBEE-PRO S2C DI SMK …,2023,"Jurnal Pendidikan Teknik Elektro 12 (02), 125-135, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:j5aT6aphRxQC,,,,,,AYI1rosAAAAJ:j5aT6aphRxQC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Nurhayati, Puput Wanarti Rusimamto",AYI1rosAAAAJ;LsydBAMAAAAJ,Pengembangan modul pembelajaran car audio system terintegrasi augmented reality pada mata pelajaran pemeliharaan kelistrikan kendaraan ringan kelas xii tkro di smk ykp magetan,2023,"Jurnal Pendidikan Teknik Elektro 12 (02), 101-116, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:q1zXlPLtbUIC,,,,,,AYI1rosAAAAJ:q1zXlPLtbUIC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Research Development Strategy to Support University Become a Higher Education of Legal Entity,2023,"International Joint Conference on Arts and Humanities 2022 (IJCAH 2022 …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:hHIA4WEVY-EC,,,,,,AYI1rosAAAAJ:hHIA4WEVY-EC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Preparation of research proposals and articles for vocational school teachers,2023,"International Joint Conference on Arts and Humanities 2022 (IJCAH 2022 …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:BJtnxTr0fRcC,,,,,,AYI1rosAAAAJ:BJtnxTr0fRcC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Palm Tree Coplanar Vivaldi Antenna Array on the Same Substrate Size: Design and Performance Evaluation,2022,"International Journal of Electronics and Communications Systems 2 (2), 57-63, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:8VtEwCQfWZkC,,,,,,AYI1rosAAAAJ:8VtEwCQfWZkC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Development of Research and Community Service Roadmap of UNESA,2022,"Proceeding Series of International Conference on Arts and Humanities 2, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:NtCmTCuxid4C,,,,,,AYI1rosAAAAJ:NtCmTCuxid4C,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
"Subuh Isnur Haryudo, Tri Wrahatnolo, Nurhayati",AYI1rosAAAAJ;p1pK7E4AAAAJ;L6O1lvkAAAAJ,Rancang Bangun Monitoring Arus Dan Tegangan Pada Plts Sistem On Grid Berbasis Internet Of Things (IoT) Menggunakan Aplikasi Telegram,2022,"Jurnal Teknik Elektro 11 (3), 447-453, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:v_tt_AnqfNMC,,,,,,AYI1rosAAAAJ:v_tt_AnqfNMC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
Nurhayati,AYI1rosAAAAJ,Pelatihan Pembuatan Sabun Skala Home Industri Sebagai Rintisan Usaha Di Desa Sidokare Rejoso Nganjuk,2022,"Jurnal ABDI: Media Pengabdian Kepada Masyarakat 8 (1), 91-95, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AYI1rosAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=AYI1rosAAAAJ:c1AJUTjuCtUC,,,,,,AYI1rosAAAAJ:c1AJUTjuCtUC,AYI1rosAAAAJ,"Prof. Dr. Nurhayati, S.T., M.T.",scholar,
