Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,Scraped_By_Pipeline
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto, Rifqi Abdillah, Riskyana Dewi Intan P","N40Vh64AAAAJ,6RBIukkAAAAJ,nyyfjCgAAAAJ,DiBTIz4AAAAJ",TEKNIK PEMERIKSAAN DAN PERBAIKAN INSTALASI PIPA GALVANIS,2024.0,"Bangun Rekaprima 10 (1), 109-119, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sBUhSfMAAAAJ&pagesize=100&citation_for_view=sBUhSfMAAAAJ:YsMSGLbcyi4C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto, Rifqi Abdillah, Riskyana Dewi Intan P","N40Vh64AAAAJ,6RBIukkAAAAJ,nyyfjCgAAAAJ,DiBTIz4AAAAJ",TEKNIK PEMERIKSAAN KEANDALAN STRUKTUR RANGKA ATAP BAJA: TEKNIK PEMERIKSAAN KEANDALAN STRUKTUR RANGKA ATAP BAJA,2025.0,"Bangun Rekaprima 11 (1), 9-18, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sBUhSfMAAAAJ&pagesize=100&citation_for_view=sBUhSfMAAAAJ:_FxGoFyzp5QC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Belgis Ainatul Iza, Widi Aribowo","N40Vh64AAAAJ,Y4YoRwUAAAAJ,lmlBHlsAAAAJ",Teknologi dan Sistem AC Mobil,2025.0,"CV. Penerbit Ilmu Literasi dan Riset (Pilar), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lmlBHlsAAAAJ&cstart=100&pagesize=100&citation_for_view=lmlBHlsAAAAJ:ZfRJV9d4-WMC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Nisa Dwi Septiyanti, Riskyana Dewi Intan P","N40Vh64AAAAJ,VwvPnrcAAAAJ,DiBTIz4AAAAJ",Teknologi Pendidikan,2023.0,"Padang: Get Press Indonesia, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VwvPnrcAAAAJ&pagesize=100&citation_for_view=VwvPnrcAAAAJ:eQOLeE2rZwMC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Nisa Dwi Septiyanti, Riskyana Dewi Intan P, Ika Diyah Candra Arifah","N40Vh64AAAAJ,VwvPnrcAAAAJ,DiBTIz4AAAAJ,6ifThF0AAAAJ",Teknologi Pendidikan—Virtual Reality dan Augmented Reality dalam Pendidikan,2023.0,"Sumatera: Get Press Indonesia, November, 115-129, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VwvPnrcAAAAJ&pagesize=100&citation_for_view=VwvPnrcAAAAJ:mVmsd5A6BfQC,,,,,,
"Miftahur Rohman, Rifqi Firmansyah","TB0QfMoAAAAJ,sHANI1gAAAAJ",Telemetri Flowmeter Menggunakan RF Modul 433MHz: Telemetry Flowmeter Using 433MHz RF Module,2017.0,"JEEE-U (Journal of Electrical and Electronic Engineering-UMSIDA) 1 (1), 8-14, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sHANI1gAAAAJ&pagesize=100&citation_for_view=sHANI1gAAAAJ:qjMakFHDy7sC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Mustaji","N40Vh64AAAAJ,zDgqPOsAAAAJ",Teori  Pembelajaran,2009.0,"2009, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zDgqPOsAAAAJ&cstart=200&pagesize=100&citation_for_view=zDgqPOsAAAAJ:olpn-zPbct0C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Puput Wanarti Rusimamto","N40Vh64AAAAJ,DiBTIz4AAAAJ,LsydBAMAAAAJ",TEORI DASAR TEKNIK INSTALASI TENAGA LISTRIK,2025.0,"PENERBIT KBM INDONESIA, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=LsydBAMAAAAJ&cstart=100&pagesize=100&citation_for_view=LsydBAMAAAAJ:0izLItjtcgwC,,,,,,
Riskyana Dewi Intan P,DiBTIz4AAAAJ,Teori pembelajaran inovatif,2022.0,"Literasi Nusantara, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zDgqPOsAAAAJ&cstart=100&pagesize=100&citation_for_view=zDgqPOsAAAAJ:0CzhzZyukY4C,,,,,,
"Ronggo Alit, Raden Roro Hapsari Peni Agustin T","fkxhjZ4AAAAJ,N40Vh64AAAAJ",Testing Of Industrial Practice Monitoring Information Systems Using The Black Box Method (Case Study: Informatics Department Of Surabaya State University),2023.0,"IJCONSIST JOURNALS 4 (2), 1-6, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=fkxhjZ4AAAAJ&pagesize=100&citation_for_view=fkxhjZ4AAAAJ:u_35RYKgDlwC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Siti Masitoh, Riskyana Dewi Intan P, Namira Roudlotul Jannah","N40Vh64AAAAJ,AjvtBWIAAAAJ,DiBTIz4AAAAJ,C_EGqeMAAAAJ",Testing the effect of smart egg puzzle games on understanding the geometry concepts of early childhood,2019.0,"International Journal for Educational and Vocational Studies 1 (1), 68-71, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AjvtBWIAAAAJ&pagesize=100&citation_for_view=AjvtBWIAAAAJ:BqipwSGYUEgC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Hasanuddin Al-Habib, Riskyana Dewi Intan P, Elly Matul Imah","N40Vh64AAAAJ,AX-w0AEAAAAJ,DiBTIz4AAAAJ,tzjThtIAAAAJ",Text Processing Using Support Vector Machine for Scientific Research Paper Content Classification,2023.0,"1st International Conference on Neural Networks and Machine Learning 2022 …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tzjThtIAAAAJ&pagesize=100&citation_for_view=tzjThtIAAAAJ:zA6iFVUQeVQC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Mustaji","N40Vh64AAAAJ,zDgqPOsAAAAJ",Textbook Development Of Game Education Tools In Courses Oriented To Contextual Approach To Improve Student Learning Outcome at PIAUD Bachelor,2018.0,"2nd International Conference on Education Innovation (ICEI 2018), 68-71, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zDgqPOsAAAAJ&cstart=200&pagesize=100&citation_for_view=zDgqPOsAAAAJ:ye4kPcJQO24C,,,,,,
"Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Berlian Maulidya Izzati, Cendra Devayana Putra","cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,_VFGVQQAAAAJ,XdEn69YAAAAJ",The acceptance of government resource planning system using UTAUT 2,2021.0,"Jurnal Sistem Informasi (Journal of Information System) 17 (1), 1-19, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_VFGVQQAAAAJ&pagesize=100&citation_for_view=_VFGVQQAAAAJ:_FxGoFyzp5QC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Siti Masitoh","N40Vh64AAAAJ,AjvtBWIAAAAJ",The Actualization of Ki Hajar Dewantara's Character Values at the Center for Local Wisdom: Developing Educational Sciences at Unesa’s Faculty of Education,2020.0,"International Conference On Special Education In South East Asia Region 10th …, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AjvtBWIAAAAJ&pagesize=100&citation_for_view=AjvtBWIAAAAJ:TFP_iSt0sucC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Ulfa Siti Nuraini","N40Vh64AAAAJ,q-sbahIAAAAJ",The Alternative from Regression Curve Estimation using Mixed Fourier Series and Epanechnikov Kernel (MFs-EK) Model,2022.0,"International Journal of Scientific Research in Mathematical and Statistical …, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=q-sbahIAAAAJ&pagesize=100&citation_for_view=q-sbahIAAAAJ:UeHWp8X0CEIC,,,,,,
"Tri Wrahatnolo, Raden Roro Hapsari Peni Agustin T, Subuh Isnur Haryudo, Tri Rijanto","L6O1lvkAAAAJ,N40Vh64AAAAJ,p1pK7E4AAAAJ,z7RWDi0AAAAJ",The Analisis Keandalan Sistem Koordinasi Overcurrent Relay (OCR) dan Ground Fault Relay (GFR) di Gardu Induk 150 kV Buduran,2023.0,"JTEIN: Jurnal Teknik Elektro Indonesia 4 (2), 547–554-547–554, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=p1pK7E4AAAAJ&cstart=100&pagesize=100&citation_for_view=p1pK7E4AAAAJ:9vf0nzSNQJEC,,,,,,
Arif Widodo,RES4QIQAAAAJ,The analysis of human responses in a sense of agency disruption,2024.0,"IEICE Technical Report; IEICE Tech. Rep. 123 (433), 375-378, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RES4QIQAAAAJ&pagesize=100&citation_for_view=RES4QIQAAAAJ:XiSMed-E-HIC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Achmad Fitro","N40Vh64AAAAJ,DiBTIz4AAAAJ,itwnm-AAAAAJ",THE APPLICATION OF ANALYTIC HIERARCHY PROCESS TO SUPPORT BUSINESS SELECTION FOR LAZ SIDOGIRI,2020.0,"INTERNATIONAL JOURNAL OF ENGINEERING 5 (6), 64-71, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=itwnm-AAAAAJ&pagesize=100&citation_for_view=itwnm-AAAAAJ:NaGl4SEjCO4C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Atik Wintarti","N40Vh64AAAAJ,lFCI_vsAAAAJ",The application of ethnomathematics in numeracy literacy perspective: A literature review,2023.0,"Indonesian Journal of Science and Mathematics Education 6 (2), 177-191, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lFCI_vsAAAAJ&pagesize=100&citation_for_view=lFCI_vsAAAAJ:j3f4tGmQtD8C,,,,,,
"Hesti Khuzaimah Nurul Yusufiyah, Arif Widodo, Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Cendra Devayana Putra","Mr22rjsAAAAJ,RES4QIQAAAAJ,cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,XdEn69YAAAAJ",The Application of Music Therapy For Children with Autism Based On Facial Recognition Using Eigenface Method,2017.0,"Journal of Natural Sciences and Mathematics Research 3 (1), 203-209, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Mr22rjsAAAAJ&pagesize=100&citation_for_view=Mr22rjsAAAAJ:9yKSN-GCB0IC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Mustaji","N40Vh64AAAAJ,zDgqPOsAAAAJ",The application of PHET media in cooperative learning type Student Team Achievement Division (STAD) magnetic force matter to improved the understanding of fifth grade student …,2017.0,"MISEIC 2017, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zDgqPOsAAAAJ&cstart=200&pagesize=100&citation_for_view=zDgqPOsAAAAJ:tYavs44e6CUC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Tri Rijanto","N40Vh64AAAAJ,z7RWDi0AAAAJ",The Application of Problem-Based Learning Method for Hygiene Sanitation Learning Eyes,2020.0,"International Journal for Educational and Vocational Studies 2 (2), 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&pagesize=100&citation_for_view=z7RWDi0AAAAJ:lSLTfruPkqcC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Bachtiar Syaiful Bachri","N40Vh64AAAAJ,ZhJ08JkAAAAJ",The Application of “Blended Learning-Rigorous Mathematical Thinking” Model to Improve Students’ Spatial Thinking Ability,2021.0,"Budapest International Research and Critics in Linguistics and Education …, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZhJ08JkAAAAJ&cstart=100&pagesize=100&citation_for_view=ZhJ08JkAAAAJ:tzM49s52ZIMC,,,,,,
"Raden Roro Hapsari Peni Agustin T, I Gusti Putu Asto Buditjahjanto, Riskyana Dewi Intan P","N40Vh64AAAAJ,yObeL8gAAAAJ,DiBTIz4AAAAJ",The Aspects Of Critical Thinking Toward Students' Psychomotor Skill In Learning Of Microprocessor And Microcontroller Programming Techniques,2024.0,"International Journal of Educational Management and Innovation 5 (1), 85-95, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&pagesize=100&citation_for_view=yObeL8gAAAAJ:LPZeul_q3PIC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Wahyu Sasongko Putro, Riskyana Dewi Intan P","N40Vh64AAAAJ,NO8mJucAAAAJ,DiBTIz4AAAAJ","The Assessment of Renewable Energy Prospect over Riau, Indonesia",2016.0,"Sciences 3 (3), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=NO8mJucAAAAJ&pagesize=100&citation_for_view=NO8mJucAAAAJ:UeHWp8X0CEIC,,,,,,
Ersha Aisyah Elfaiz,Yw9l51IAAAAJ,The Barriers of Knowledge Acquisition and Knowledge Transfer in Software Companies: A Systematic Literature Review,2025.0,"Journal of Innovation Information Technology and Application (JINITA) 7 (1 …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VNrCn4gAAAAJ&pagesize=100&citation_for_view=VNrCn4gAAAAJ:YsMSGLbcyi4C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Yuliani Puji Astuti, Riskyana Dewi Intan P","N40Vh64AAAAJ,Tz8EfXcAAAAJ,DiBTIz4AAAAJ",The behaviour of measles transmission in three different populations,2018.0,"MATEC Web of Conferences 197, 01004, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Tz8EfXcAAAAJ&pagesize=100&citation_for_view=Tz8EfXcAAAAJ:ufrVoPGSRksC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto, Riskyana Dewi Intan P","N40Vh64AAAAJ,6RBIukkAAAAJ,DiBTIz4AAAAJ",The Character Education Strengthening Management: Multiple-Case Study in Senior High School,2019.0,"Opción: Revista de Ciencias Humanas y Sociales, 764-788, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&cstart=200&pagesize=100&citation_for_view=6RBIukkAAAAJ:p2g8aNsByqUC,,,,,,
Bachtiar Syaiful Bachri,ZhJ08JkAAAAJ,The CIPP Model In Training Program Evaluation: How Effective Is It?,2025.0,"Journal of Educational Technology Studies and Applied Research 2 (1), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ZhJ08JkAAAAJ&cstart=100&pagesize=100&citation_for_view=ZhJ08JkAAAAJ:WJVC3Jt7v1AC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Nisa Dwi Septiyanti, Riskyana Dewi Intan P","N40Vh64AAAAJ,VwvPnrcAAAAJ,DiBTIz4AAAAJ",The Commodification of Islam in Halal Cosmetics Advertising in Indonesia (Judith Williamson Semiotics Analysis),2023.0,"Proceeding ISETH (International Summit on Science, Technology, and Humanity …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VwvPnrcAAAAJ&pagesize=100&citation_for_view=VwvPnrcAAAAJ:UebtZRa9Y70C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Tri Rijanto","N40Vh64AAAAJ,z7RWDi0AAAAJ",The Comparative Analysis of Motivation and Student's Learning Outcomes by Using The Learning Media of Web E-Learning and Schoology in VHS,2022.0,"Jurnal Pendidikan Teknologi dan Kejuruan 28 (1), 109-120, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&cstart=100&pagesize=100&citation_for_view=z7RWDi0AAAAJ:J-pR_7NvFogC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Tri Rijanto","N40Vh64AAAAJ,z7RWDi0AAAAJ",The comparative analysis of motivation and students’ learning outcomes by using the learning media of web e-learning and schoology in vocational high school,2022.0,"Jurnal Pendidikan Teknologi dan Kejuruan 28 (1), 109-120, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&cstart=100&pagesize=100&citation_for_view=z7RWDi0AAAAJ:WqliGbK-hY8C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Tri Rijanto","N40Vh64AAAAJ,z7RWDi0AAAAJ",The Concept Model of Implementing a 4-Year Fashion Design Vocational School Curriculum,2020.0,"International Joint Conference on Arts and Humanities (IJCAH 2020), 275-280, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&cstart=100&pagesize=100&citation_for_view=z7RWDi0AAAAJ:b0M2c_1WBrUC,,,,,,
"Ricky Eka Putra, Riskyana Dewi Intan P, Raden Roro Hapsari Peni Agustin T, Bonda Sisephaputra, Cendra Devayana Putra","cPj-iOIAAAAJ,DiBTIz4AAAAJ,N40Vh64AAAAJ,psg8hdoAAAAJ,XdEn69YAAAAJ",The Concept of Local Wisdom: Synergy between University and Local Government in the Development of Tourism Villages,2022.0,"Studies in Philosophy of Science and Education 3 (3), 104-112, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=psg8hdoAAAAJ&pagesize=100&citation_for_view=psg8hdoAAAAJ:W7OEmFMy1HYC,,,,,,
Widi Aribowo,lmlBHlsAAAAJ,The Conceptual Understanding of Metaheuristic Algorithms: A Brief Reviews,2026.0,"Vokasi Unesa Bulletin of Engineering, Technology and Applied Science 3 (1), 1-11, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lmlBHlsAAAAJ&pagesize=100&citation_for_view=lmlBHlsAAAAJ:35r97b3x0nAC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Yuliani Puji Astuti, Riskyana Dewi Intan P","N40Vh64AAAAJ,Tz8EfXcAAAAJ,DiBTIz4AAAAJ",The Control Design for Trajectory Tracking of Four-wheeled Mobile Robot using Model Predictive Control: A Preliminary Study,2018.0,"International Conference on Science and Technology (ICST 2018), 508-511, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Tz8EfXcAAAAJ&pagesize=100&citation_for_view=Tz8EfXcAAAAJ:_FxGoFyzp5QC,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,THE CORRELATION BETWEEN ADMINISTRATIVE SERVICES AND THE LEARNING PROCESS QUALITY IN POSTGRADUATES,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MZCJPuIAAAAJ&cstart=200&pagesize=100&citation_for_view=MZCJPuIAAAAJ:O3NaXMp0MMsC,,,,,,
"Siti Masitoh, Andi Mariono, Fajar Arianto, Farhanna Mari, Raden Roro Hapsari Peni Agustin T","AjvtBWIAAAAJ,Iq3gzh4AAAAJ,MZCJPuIAAAAJ,LeRoniwAAAAJ,N40Vh64AAAAJ",The correlation between information and communication technology with Indonesian language learning outcomes in universities,2023.0,"International Journal of Social Science and Human Research 6 (5), 2590-2594, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Iq3gzh4AAAAJ&pagesize=100&citation_for_view=Iq3gzh4AAAAJ:NJ774b8OgUMC,,,,,,
"A Muslihasari, H Susilo, I Ibrohim",,The Creative Thinking Skills Profile of Primary Education’s Perspective Teacher,2024.0,"Sekolah Dasar: Kajian Teori Dan Praktik Pendidikan 33 (1), 82-89, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rnlvOfEAAAAJ&pagesize=100&citation_for_view=rnlvOfEAAAAJ:XD-gHx7UXLsC,,,,,,
S Keynes,,The Cuckhamsley Chirograph,2019.0,"Languages of the Law in Early Medieval England, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=j8HRV1wAAAAJ&pagesize=100&citation_for_view=j8HRV1wAAAAJ:4fKUyHm3Qg0C,,,,,,
"Rindu Puspita Wibawa, Ramadhan Cakra Wibawa","Hl6bqU8AAAAJ,Em3aIV0AAAAJ",The design and implementation of an educational multimedia interactive operation system using Lectora Inspire,2017.0,"Elinvo (Electronics, Informatics, and Vocational Education) 2 (1), 74-79, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2DniQ8EAAAAJ&pagesize=100&citation_for_view=2DniQ8EAAAAJ:QIV2ME_5wuYC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, I Gusti Lanang Putra Eka Prismana","N40Vh64AAAAJ,DiBTIz4AAAAJ,_n2j0ZAAAAAJ",The Design and Implementation of Web Crawler Distributed News Domain Detection System,2020.0,"International Joint Conference on Science and Engineering (IJCSE 2020), 92-97, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_n2j0ZAAAAAJ&pagesize=100&citation_for_view=_n2j0ZAAAAAJ:8k81kl-MbHgC,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,The design of artificial intelligence robot based on fuzzy logic controller algorithm,2018.0,"IOP Conference Series: Materials Science and Engineering 336 (1), 012020, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X5HfOM0AAAAJ&pagesize=100&citation_for_view=X5HfOM0AAAAJ:W7OEmFMy1HYC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Mustaji","N40Vh64AAAAJ,zDgqPOsAAAAJ",The Determinant Factor of Learning Motivation on High School Students' Learning Outcomes in Covid-19 Outbreak in Indonesia,2021.0,"Journal of Education and Practice 12 (18), 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=zDgqPOsAAAAJ&cstart=100&pagesize=100&citation_for_view=zDgqPOsAAAAJ:umqufdRvDiIC,,,,,,
"Achmad Kautsar, Raden Roro Hapsari Peni Agustin T","bTjH6IgAAAAJ,N40Vh64AAAAJ",The Determinants of Relationship Between Budgetary Participation and Budgetary Slack,2018.0,"International Journal of Academic Research in Accounting, Finance and …, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bTjH6IgAAAAJ&pagesize=100&citation_for_view=bTjH6IgAAAAJ:YsMSGLbcyi4C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Atik Wintarti","N40Vh64AAAAJ,lFCI_vsAAAAJ",The development of a flibook-based interactive e-module to facilitate sequences and series learning process for 10th-grade,2023.0,"MATHEdunesa 12 (1), 194-206, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=lFCI_vsAAAAJ&pagesize=100&citation_for_view=lFCI_vsAAAAJ:_Qo2XoVZTnwC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Riskyana Dewi Intan P, Muhammad Sonhaji Akbar","N40Vh64AAAAJ,DiBTIz4AAAAJ,cY1QGVEAAAAJ",The Development of a Virtual Reality-based Training System for Prosthetic Foot Users: Effects on Motion Sickness and Postural Stability,2024.0,"Industrial Engineering & Management Systems 23 (1), 103-111, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ctFzAYAAAAAJ&pagesize=100&citation_for_view=ctFzAYAAAAAJ:M3ejUd6NZC8C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Bachtiar Syaiful Bachri, Prof.Dr.Yatim Riyanto","N40Vh64AAAAJ,ZhJ08JkAAAAJ,6RBIukkAAAAJ",The Development Of An Hel Model To Increase The Curiosity In Early Childhood,2023.0,"Journal Of Southwest Jiaotong University 58 (2), 791-801, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&pagesize=100&citation_for_view=6RBIukkAAAAJ:mvPsJ3kp5DgC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Rindu Puspita Wibawa, Riskyana Dewi Intan P, Ramadhan Cakra Wibawa","N40Vh64AAAAJ,Hl6bqU8AAAAJ,DiBTIz4AAAAJ,Em3aIV0AAAAJ",The Development of Analog and Digital Trainer Base on Arduino Uno in Microprocessor Programming Subjects,2021.0,"IOP Conference Series: Materials Science and Engineering 1125 (1), 012077, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8lLZ-MYAAAAJ&pagesize=100&citation_for_view=8lLZ-MYAAAAJ:W7OEmFMy1HYC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Prof.Dr.Yatim Riyanto","N40Vh64AAAAJ,6RBIukkAAAAJ",The Development of Archipelago Roaming Board Game to Improve Motivation and Learning Outcomes of Social Studies Grade V Elementary School Student,2019.0,"IOSR Journal of Research & Method in Education 9 (3), 66-74, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6RBIukkAAAAJ&cstart=100&pagesize=100&citation_for_view=6RBIukkAAAAJ:blknAaTinKkC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Fajar Arianto, Prof.Dr. Rusijono","N40Vh64AAAAJ,MZCJPuIAAAAJ,p4gdgRgAAAAJ",The Development Of Cai Based Android In Solar System And Universe Topic For Tenth-Grade,2019.0,"Geosfera Indonesia 4 (2), 63-77, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=MZCJPuIAAAAJ&pagesize=100&citation_for_view=MZCJPuIAAAAJ:roLk4NBRz8UC,,,,,,
